Unnamed: 0,passenger_id,name,age,sibsp,parch,fare,cabin,boat,body,survived,sex_female,pclass_1,pclass_2,pclass_3,title,familysize,isalone
0,1216,735,29.461300741839764,0,0,7.7333,0,5,0.0,1,1.0,0.0,0.0,1.0,7,1,1
1,699,123,38.0,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
2,1267,781,30.0,1,1,24.15,0,0,0.0,0,1.0,0.0,0.0,1.0,11,3,0
3,449,360,54.0,1,3,23.0,0,14,0.0,1,1.0,0.0,1.0,0.0,11,5,0
4,576,790,40.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
5,1083,587,28.0,0,0,22.525,0,0,173.0,0,0.0,0.0,0.0,1.0,10,1,1
6,898,398,19.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
7,560,718,30.0,0,0,13.0,0,2,0.0,1,1.0,0.0,1.0,0.0,7,1,1
8,1079,585,22.0,0,0,7.775,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
9,908,406,21.0,1,0,9.825,0,0,0.0,0,1.0,0.0,0.0,1.0,7,2,0
10,313,819,27.0,0,2,211.5,76,0,0.0,0,0.0,1.0,0.0,0.0,10,3,0
11,43,113,60.0,0,0,76.2917,86,20,0.0,1,1.0,1.0,0.0,0.0,11,1,1
12,233,636,56.0,0,1,83.1583,64,19,0.0,1,1.0,1.0,0.0,0.0,11,2,0
13,446,357,20.0,2,1,23.0,0,14,0.0,1,1.0,0.0,1.0,0.0,7,4,0
14,602,2,16.0,1,1,20.25,0,0,190.0,0,0.0,0.0,0.0,1.0,10,3,0
15,884,388,48.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
16,497,506,40.0,0,0,16.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
17,1003,511,29.461300741839764,2,0,23.25,0,11,0.0,1,0.0,0.0,0.0,1.0,10,3,0
18,36,99,22.0,0,1,55.0,114,18,0.0,1,1.0,1.0,0.0,0.0,7,2,0
19,1088,591,32.0,0,0,7.775,0,22,0.0,1,0.0,0.0,0.0,1.0,10,1,1
20,978,483,27.0,0,0,8.6625,0,9,0.0,1,0.0,0.0,0.0,1.0,10,1,1
21,1030,537,29.461300741839764,0,0,8.4583,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
22,438,346,24.0,1,2,65.0,0,21,0.0,1,1.0,0.0,1.0,0.0,7,4,0
23,766,216,25.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
24,661,55,18.0,0,0,8.05,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
25,556,711,27.0,0,0,26.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
26,1008,515,35.0,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
27,575,779,27.0,1,0,21.0,0,0,0.0,0,1.0,0.0,1.0,0.0,11,2,0
28,775,226,29.461300741839764,0,0,7.2292,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
29,162,366,42.0,1,0,52.0,0,0,38.0,0,0.0,1.0,0.0,0.0,10,2,0
30,15,66,29.461300741839764,0,0,25.925,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
31,1002,510,29.461300741839764,2,0,23.25,0,11,0.0,1,1.0,0.0,0.0,1.0,7,3,0
32,737,188,19.0,0,0,8.1583,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
33,1162,677,29.461300741839764,0,0,7.75,0,8,0.0,1,0.0,0.0,0.0,1.0,10,1,1
34,420,289,21.0,1,0,11.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,2,0
35,601,1,13.0,0,2,20.25,0,0,0.0,0,0.0,0.0,0.0,1.0,6,3,0
36,877,378,27.0,1,0,7.925,0,0,0.0,0,1.0,0.0,0.0,1.0,7,2,0
37,249,679,13.0,2,2,262.375,31,14,0.0,1,0.0,1.0,0.0,0.0,6,5,0
38,973,479,29.461300741839764,0,0,7.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
39,407,253,29.0,1,0,26.0,0,11,0.0,1,1.0,0.0,1.0,0.0,11,2,0
40,1169,688,38.5,0,0,7.25,0,0,32.0,0,0.0,0.0,0.0,1.0,10,1,1
41,1197,712,29.461300741839764,0,0,15.1,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
42,275,740,40.0,1,1,134.5,115,13,0.0,1,1.0,1.0,0.0,0.0,11,3,0
43,87,202,27.0,0,0,30.5,0,13,0.0,1,0.0,1.0,0.0,0.0,10,1,1
44,148,327,45.0,1,0,83.475,77,0,0.0,0,0.0,1.0,0.0,0.0,10,2,0
45,1239,763,34.0,0,0,8.05,0,0,176.0,0,0.0,0.0,0.0,1.0,10,1,1
46,495,497,29.461300741839764,0,0,15.5792,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
47,1179,697,29.461300741839764,1,9,69.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,11,0
48,689,105,22.0,1,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
49,330,38,57.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
50,540,638,2.0,1,1,26.0,0,3,0.0,1,1.0,0.0,1.0,0.0,7,3,0
51,918,414,29.461300741839764,0,0,7.2292,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
52,139,308,58.0,0,1,153.4625,50,13,0.0,1,1.0,1.0,0.0,0.0,11,2,0
53,804,259,29.461300741839764,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
54,1148,659,35.0,0,0,7.125,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
55,1250,772,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
56,817,290,22.0,0,0,8.05,0,0,47.0,0,0.0,0.0,0.0,1.0,10,1,1
57,142,311,46.0,0,0,79.2,39,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
58,570,773,50.0,0,0,10.5,0,21,0.0,1,1.0,0.0,1.0,0.0,7,1,1
59,55,141,14.0,1,2,120.0,42,14,0.0,1,1.0,1.0,0.0,0.0,7,4,0
60,50,133,58.0,0,1,262.375,29,13,0.0,1,1.0,1.0,0.0,0.0,11,2,0
61,447,358,23.0,2,1,11.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,4,0
62,173,419,32.5,0,0,211.5,53,0,45.0,0,0.0,1.0,0.0,0.0,10,1,1
63,958,459,29.461300741839764,0,4,25.4667,0,0,0.0,0,1.0,0.0,0.0,1.0,11,5,0
64,719,163,18.0,0,0,8.05,0,4,0.0,1,0.0,0.0,0.0,1.0,10,1,1
65,273,739,6.0,0,2,134.5,115,13,0.0,1,0.0,1.0,0.0,0.0,6,3,0
66,710,137,37.0,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
67,762,213,1.0,1,2,20.575,0,2,0.0,1,0.0,0.0,0.0,1.0,6,4,0
68,950,452,29.0,0,0,9.4833,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
69,268,733,24.0,1,0,60.0,59,0,0.0,0,0.0,1.0,0.0,0.0,10,2,0
70,355,116,36.0,0,0,13.0,0,21,0.0,1,1.0,0.0,1.0,0.0,7,1,1
71,504,524,39.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
72,57,143,36.0,1,2,120.0,42,14,0.0,1,1.0,1.0,0.0,0.0,11,4,0
73,712,147,24.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
74,600,0,42.0,0,0,7.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
75,821,296,33.0,1,1,20.525,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
76,634,33,26.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
77,970,473,20.0,1,0,7.925,0,9,0.0,1,0.0,0.0,0.0,1.0,10,2,0
78,1093,595,16.0,0,0,9.2167,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
79,1178,696,29.461300741839764,8,2,69.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,11,0
80,848,320,41.0,2,0,14.1083,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
81,182,454,30.0,0,0,106.425,0,12,0.0,1,1.0,1.0,0.0,0.0,7,1,1
82,185,470,42.0,0,0,26.55,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
83,716,158,26.0,1,0,14.4542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
84,722,166,24.0,0,0,7.4958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
85,744,197,19.0,0,0,10.1708,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
86,1091,594,20.0,0,0,8.6625,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
87,926,424,29.461300741839764,0,0,7.75,0,0,0.0,1,0.0,0.0,0.0,1.0,10,1,1
88,1139,644,38.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
89,824,299,38.0,0,0,7.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
90,296,762,39.0,1,1,110.8833,72,14,0.0,1,1.0,1.0,0.0,0.0,11,3,0
91,708,135,24.0,0,0,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
92,698,122,18.0,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
93,938,436,18.0,1,1,7.8542,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
94,1054,559,29.461300741839764,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
95,150,330,40.0,0,0,0.0,41,0,110.0,0,0.0,1.0,0.0,0.0,10,1,1
96,1184,702,29.461300741839764,2,0,21.6792,0,0,0.0,0,0.0,0.0,0.0,1.0,10,3,0
97,1304,838,14.5,1,0,14.4542,0,0,299.7699999999997,0,1.0,0.0,0.0,1.0,7,2,0
98,994,499,29.461300741839764,0,0,7.2292,125,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
99,793,246,47.0,0,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
100,704,130,21.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
101,1154,665,29.461300741839764,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
102,1214,730,29.461300741839764,0,0,8.6625,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
103,293,760,29.461300741839764,1,0,52.0,51,16,0.0,1,1.0,1.0,0.0,0.0,11,2,0
104,399,236,42.0,1,1,32.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,3,0
105,1228,749,31.0,0,0,7.925,0,21,0.0,1,0.0,0.0,0.0,1.0,10,1,1
106,448,359,36.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
107,705,131,29.461300741839764,1,0,14.4583,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
108,118,271,29.461300741839764,0,0,26.55,95,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
109,761,843,16.0,0,0,9.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
110,385,204,8.0,1,1,36.75,0,8,0.0,1,0.0,0.0,1.0,0.0,6,3,0
111,496,505,30.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
112,229,619,17.0,1,0,108.9,71,20,0.0,1,1.0,1.0,0.0,0.0,11,2,0
113,170,381,49.0,0,0,0.0,30,24,0.0,1,0.0,1.0,0.0,0.0,10,1,1
114,947,447,22.0,0,0,7.25,0,5,0.0,1,1.0,0.0,0.0,1.0,7,1,1
115,668,65,22.0,0,0,8.05,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
116,1237,758,24.0,0,0,7.7958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
117,764,215,26.0,1,2,20.575,0,0,0.0,0,0.0,0.0,0.0,1.0,10,4,0
118,654,52,20.0,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
119,181,455,49.0,0,0,25.9292,87,20,0.0,1,1.0,1.0,0.0,0.0,3,1,1
120,1129,628,25.0,1,0,7.775,0,0,0.0,0,0.0,0.0,0.0,1.0,10,2,0
121,337,70,19.0,1,0,26.0,0,5,0.0,1,1.0,0.0,1.0,0.0,11,2,0
122,329,34,36.0,1,0,26.0,0,3,0.0,1,1.0,0.0,1.0,0.0,11,2,0
123,405,250,18.0,0,0,13.0,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
124,98,232,48.0,1,0,106.425,79,12,0.0,1,1.0,1.0,0.0,0.0,11,2,0
125,558,714,18.0,0,2,13.0,0,11,0.0,1,1.0,0.0,1.0,0.0,7,3,0
126,1130,629,18.0,0,0,7.775,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
127,309,815,31.0,0,2,164.8667,73,20,0.0,1,1.0,1.0,0.0,0.0,7,3,0
128,998,504,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
129,202,514,36.0,0,0,26.2875,112,19,0.0,1,0.0,1.0,0.0,0.0,10,1,1
130,827,301,11.0,5,2,46.9,0,0,0.0,0,0.0,0.0,0.0,1.0,6,8,0
131,186,474,55.0,0,0,27.7208,0,18,0.0,1,1.0,1.0,0.0,0.0,11,1,1
132,1180,698,29.461300741839764,1,9,69.55,0,0,0.0,0,1.0,0.0,0.0,1.0,11,11,0
133,960,461,34.5,0,0,6.4375,0,0,196.0,0,0.0,0.0,0.0,1.0,10,1,1
134,408,254,18.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
135,477,446,29.461300741839764,0,0,10.7083,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
136,546,647,28.0,0,0,13.0,0,21,0.0,1,1.0,0.0,1.0,0.0,12,1,1
137,356,117,25.0,0,0,13.0,0,0,97.0,0,0.0,0.0,1.0,0.0,10,1,1
138,1307,840,27.0,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
139,70,155,29.461300741839764,0,0,0.0,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
140,902,401,29.461300741839764,1,2,23.45,0,0,0.0,0,0.0,0.0,0.0,1.0,10,4,0
141,1049,553,20.0,1,1,15.7417,0,24,0.0,1,0.0,0.0,0.0,1.0,10,3,0
142,86,199,51.0,0,0,26.55,110,17,0.0,1,0.0,1.0,0.0,0.0,10,1,1
143,343,75,34.0,0,0,13.0,105,5,0.0,1,0.0,0.0,1.0,0.0,10,1,1
144,896,396,49.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
145,419,288,21.0,1,0,11.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,2,0
146,940,438,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
147,872,371,29.461300741839764,0,0,8.05,0,24,0.0,1,1.0,0.0,0.0,1.0,7,1,1
148,433,328,30.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
149,68,152,45.0,0,0,29.7,10,19,0.0,1,0.0,1.0,0.0,0.0,10,1,1
150,763,214,1.0,1,2,20.575,0,2,0.0,1,1.0,0.0,0.0,1.0,7,4,0
151,1115,615,29.461300741839764,0,0,7.775,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
152,782,237,64.0,0,0,7.75,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
153,228,618,18.0,1,0,108.9,71,0,0.0,0,0.0,1.0,0.0,0.0,10,2,0
154,850,322,21.0,0,0,7.8542,0,0,69.0,0,0.0,0.0,0.0,1.0,10,1,1
155,751,203,25.0,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
156,1301,834,45.5,0,0,7.225,0,0,299.7699999999997,0,0.0,0.0,0.0,1.0,10,1,1
157,789,242,29.461300741839764,0,0,7.225,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
158,508,538,54.0,0,0,14.0,0,0,0.0,0,0.0,0.0,1.0,0.0,3,1,1
159,83,192,64.0,1,1,26.55,19,19,0.0,1,1.0,1.0,0.0,0.0,11,3,0
160,592,808,36.0,1,2,27.75,0,0,0.0,0,0.0,0.0,1.0,0.0,10,4,0
161,814,278,25.0,0,0,7.7417,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
162,1272,786,47.0,0,0,9.0,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
163,1111,611,1.0,1,1,13.775,0,0,0.0,0,0.0,0.0,0.0,1.0,6,3,0
164,138,307,38.0,0,1,153.4625,81,0,147.0,0,0.0,1.0,0.0,0.0,10,2,0
165,900,399,29.461300741839764,1,2,23.45,0,0,0.0,0,0.0,0.0,0.0,1.0,6,4,0
166,1177,695,29.461300741839764,8,2,69.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,11,0
167,720,164,24.0,0,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
168,193,490,15.0,0,1,211.3375,27,12,0.0,1,1.0,1.0,0.0,0.0,7,2,0
169,870,368,27.0,0,0,7.925,0,0,0.0,1,1.0,0.0,0.0,1.0,7,1,1
170,180,440,39.0,0,0,211.3375,0,12,0.0,1,1.0,1.0,0.0,0.0,7,1,1
171,682,96,29.461300741839764,0,2,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,3,0
172,1136,641,29.461300741839764,0,0,8.1125,0,0,0.0,0,1.0,0.0,0.0,1.0,11,1,1
173,1138,643,29.461300741839764,0,0,7.25,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
174,485,465,36.0,0,0,12.875,84,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
175,949,448,26.0,0,0,56.4958,0,8,0.0,1,0.0,0.0,0.0,1.0,10,1,1
176,14,63,64.0,0,0,30.0,3,23,0.0,1,0.0,1.0,0.0,0.0,10,1,1
177,3,18,30.0,1,2,151.55,55,0,135.0,0,0.0,1.0,0.0,0.0,10,4,0
178,1281,793,22.0,0,0,9.0,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
179,624,23,2.0,4,2,31.275,0,0,0.0,0,1.0,0.0,0.0,1.0,7,7,0
180,868,365,43.0,0,0,6.45,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
181,327,32,25.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
182,491,495,29.461300741839764,0,0,15.0458,84,0,0.0,0,0.0,0.0,1.0,0.0,10,1,1
183,211,535,47.0,0,0,42.4,0,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
184,549,655,3.0,1,1,18.75,0,14,0.0,1,0.0,0.0,1.0,0.0,6,3,0
185,673,80,20.0,0,0,4.0125,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
186,983,488,29.461300741839764,0,0,7.55,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
187,179,434,29.461300741839764,0,0,26.55,49,0,0.0,0,0.0,1.0,0.0,0.0,10,1,1
188,525,598,23.0,0,0,10.5,0,0,0.0,0,0.0,0.0,1.0,0.0,3,1,1
189,1068,577,61.0,0,0,6.2375,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
190,741,195,22.5,0,0,7.225,0,0,9.0,0,0.0,0.0,0.0,1.0,10,1,1
191,395,227,18.0,0,1,23.0,0,0,0.0,1,1.0,0.0,1.0,0.0,7,2,0
192,1108,608,19.0,0,0,14.5,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
193,735,186,36.0,0,2,15.9,0,12,0.0,1,1.0,0.0,0.0,1.0,11,3,0
194,1070,578,29.461300741839764,0,0,7.8292,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
195,1097,600,6.0,3,1,21.075,0,0,0.0,0,0.0,0.0,0.0,1.0,6,5,0
196,1145,651,8.0,4,1,29.125,0,0,0.0,0,0.0,0.0,0.0,1.0,6,6,0
197,1121,623,29.461300741839764,1,1,22.3583,0,24,0.0,1,0.0,0.0,0.0,1.0,6,3,0
198,831,305,40.0,1,6,46.9,0,0,0.0,0,0.0,0.0,0.0,1.0,10,8,0
199,128,282,47.0,0,0,38.5,123,0,275.0,0,0.0,1.0,0.0,0.0,10,1,1
200,797,251,40.5,0,0,7.75,0,0,68.0,0,0.0,0.0,0.0,1.0,10,1,1
201,825,300,9.0,5,2,46.9,0,0,0.0,0,0.0,0.0,0.0,1.0,6,8,0
202,12,49,24.0,0,0,69.3,21,21,0.0,1,1.0,1.0,0.0,0.0,9,1,1
203,1207,724,10.0,3,2,27.9,0,0,0.0,0,0.0,0.0,0.0,1.0,6,6,0
204,800,257,29.461300741839764,0,0,7.75,0,0,0.0,0,1.0,0.0,0.0,1.0,7,1,1
205,159,354,16.0,0,1,57.9792,14,14,0.0,1,1.0,1.0,0.0,0.0,7,2,0
206,1294,826,28.5,0,0,16.1,0,0,14.0,0,0.0,0.0,0.0,1.0,10,1,1
207,1141,648,10.0,4,1,29.125,0,0,0.0,0,0.0,0.0,0.0,1.0,6,6,0
208,131,285,45.0,0,1,59.4,0,19,0.0,1,1.0,1.0,0.0,0.0,11,2,0
209,1128,627,29.461300741839764,0,0,7.8958,0,0,0.0,0,0.0,0.0,0.0,1.0,10,1,1
210,424,293,30.0,0,0,13.0,0,0,299.7699999999997,0,0.0,0.0,1.0,0.0,10,1,1
